BY4741_24	0
BY4741_37	0.02861	0
Elo1_24	0.01355	0.03139	0
Elo1_37	0.03433	0.01911	0.03516	0
Elo2_24	0.04187	0.06015	0.04806	0.06055	0
Elo2_37	0.04886	0.05012	0.04996	0.0574	0.01747	0
Elo3_24	0.0565	0.07762	0.05884	0.08052	0.03386	0.04095	0
Elo3_37	0.05379	0.05943	0.05064	0.06268	0.0390	0.0305	0.02398	0
