BY4741_24	0
BY4741_37	0.007295	0
Elo1_24	0.003603	0.007192	0
Elo1_37	0.007602	0.005005	0.00768	0
Elo2_24	0.009174	0.01284	0.01157	0.01483	0
Elo2_37	0.01009	0.009856	0.01187	0.01411	0.004691	0
Elo3_24	0.01186	0.01735	0.0143	0.01912	0.007858	0.01033	0
Elo3_37	0.01089	0.01261	0.01212	0.01595	0.009331	0.007394	0.004737	0
